species,circRNA name,Position,Function,Gene,Gene Description,PMID
Rattus norvegicus,rat_circ_2316,chr6:66604617-66647566,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Agmo,alkylglycerol monooxygenase,28086788
Rattus norvegicus,rat_circ_2323,chr15:13143561-13147285,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Thrb,thyroid hormone receptor beta,28086788
Rattus norvegicus,rat_circ_2338,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Tf,transferrin,28086788
Rattus norvegicus,rat_circ_2339,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Stag1,stromal antigen 1,28086788
Rattus norvegicus,rat_circ_2344,chr7:71233151-71249527,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],LOC100365958,Rdh2 protein-like,28086788
Rattus norvegicus,rat_circ_2362,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],-,-,28086788
Rattus norvegicus,rat_circ_2382,chr15:88331562-88377046,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Klf12,Kruppel-like factor 12,28086788
Rattus norvegicus,rat_circ_239,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Nav2,neuron navigator 2,28086788
Rattus norvegicus,rat_circ_245,chr4:64837836-64843625,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],-,-,28086788
Rattus norvegicus,rat_circ_247,chr4:31514151-31524416,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Slc25a13,solute carrier family 25 member 13,28086788
Rattus norvegicus,rat_circ_267,chr13:87623639-87627789,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Atp1b1,ATPase Na+/K+ transporting subunit beta 1,28086788
Rattus norvegicus,rat_circ_268,chr4:14159130-14207576,Postnatal development of heart [differential expression (neonatal vs. adult rat hearts)]; liver regeneration [differential expression (during priming phase of rat liver regeneration)],Cd36,CD36 molecule,27476877;28086788
Rattus norvegicus,rat_circ_274,chr11:92231352-92236363,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Spidr,scaffolding protein involved in DNA repair,28086788
Rattus norvegicus,rat_circ_285,chr13:83749742-83749929,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],-,-,28086788
Rattus norvegicus,rat_circ_3,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Ccnl1,cyclin L1,28086788
Rattus norvegicus,rat_circ_303,chr17:72013402-72014860,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Gdi2,GDP dissociation inhibitor 2,28086788
Rattus norvegicus,rat_circ_330,chr5:94876818-94885653,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Kdm4c,lysine demethylase 4C,28086788
Rattus norvegicus,rat_circ_354,chr7:78839802-78843344,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Dpys,dihydropyrimidinase,28086788
Rattus norvegicus,rat_circ_357,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Cpamd8,"C3 and PZP-like, alpha-2-macroglobulin domain containing 8",28086788
Rattus norvegicus,rat_circ_38,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Gstm4,glutathione S-transferase mu 4,28086788
Rattus norvegicus,rat_circ_39,chr4:62534980-62540220,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Slc13a4,solute carrier family 13 member 4,28086788
Rattus norvegicus,rat_circ_391,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Cyp2d5,"cytochrome P450, family 2, subfamily d, polypeptide 5",28086788
Rattus norvegicus,rat_circ_393,chr6:20908999-20911767,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Ttc7a,tetratricopeptide repeat domain 7A,28086788
Rattus norvegicus,rat_circ_394,chr10:67397820-67398171,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],RGD1310429,similar to Protein Njmu-R1,28086788
Rattus norvegicus,rat_circ_396,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Nav2,neuron navigator 2,28086788
Rattus norvegicus,rat_circ_400,chr11:84460116-84502981,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Kng2,kininogen 2,28086788
Rattus norvegicus,rat_circ_432,chr20:8025636-8025879,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Mapk14,mitogen activated protein kinase 14,28086788
Rattus norvegicus,rat_circ_435,chr15:88307684-88336737,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Klf12,Kruppel-like factor 12,28086788
Rattus norvegicus,rat_circ_45,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Cyp2d4,"cytochrome P450, family 2, subfamily d, polypeptide 4",28086788
Rattus norvegicus,rat_circ_452,chr4:14160707-14208848,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Cd36,CD36 molecule,28086788
Rattus norvegicus,rat_circ_468,chr8:58373118-58388212,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Nrg4,neuregulin 4,28086788
Rattus norvegicus,rat_circ_47,chr6:66668237-66668734,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Agmo,alkylglycerol monooxygenase,28086788
Rattus norvegicus,rat_circ_490,chr16:48681806-48685702,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Acsl1,acyl-CoA synthetase long-chain family member 1,28086788
Rattus norvegicus,rat_circ_50,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],LOC685067,"similar to guanylate binding protein family, member 6",28086788
Rattus norvegicus,rat_circ_503,chr9:64816130-64837453,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],-,-,28086788
Rattus norvegicus,rat_circ_54,chr10:48242433-48273687,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],-,-,28086788
Rattus norvegicus,rat_circ_552,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Eif4g3,"eukaryotic translation initiation factor 4 gamma, 3",28086788
Rattus norvegicus,rat_circ_557,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Adh4,"alcohol dehydrogenase 4 (class II), pi polypeptide",28086788
Rattus norvegicus,rat_circ_573,chr7:26686192-26688349,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Slc41a2,solute carrier family 41 member 2,28086788
Rattus norvegicus,rat_circ_621,chr13:90225802-90237839,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Aldh9a1,"aldehyde dehydrogenase 9 family, member A1",28086788
Rattus norvegicus,rat_circ_645,chr6:2253554-2264147,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Rmdn2,regulator of microtubule dynamics 2,28086788
Rattus norvegicus,rat_circ_650,chr5:79095624-79098070,Postnatal development of heart [differential expression (neonatal vs. adult rat hearts)]; liver regeneration [differential expression (during priming phase of rat liver regeneration)],Akap2,A-kinase anchoring protein 2,27476877;28086788
Rattus norvegicus,rat_circ_681,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Mgam,maltase-glucoamylase,28086788
Rattus norvegicus,rat_circ_688,chr19:26259795-26263899,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],LOC501233,LRRGT00080,28086788
Rattus norvegicus,rat_circ_732,chr8:63967335-63976947,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Arih1,ariadne RBR E3 ubiquitin protein ligase 1,28086788
Rattus norvegicus,rat_circ_760,chr7:71241882-71277919,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],LOC100365958,Rdh2 protein-like,28086788
Rattus norvegicus,rat_circ_799,chr1:85271789-85272129,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Coq8b,coenzyme Q8B,28086788
Rattus norvegicus,rat_circ_812,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Fga,fibrinogen alpha chain,28086788
Rattus norvegicus,rat_circ_816,chr11:84489073-84539101,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Kng1,kininogen 1,28086788
Rattus norvegicus,rat_circ_824,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Hao1,hydroxyacid oxidase 1,28086788
Rattus norvegicus,rat_circ_830,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Adamts9,"ADAM metallopeptidase with thrombospondin type 1 motif, 9",28086788
Rattus norvegicus,rat_circ_849,chr10:70050925-70051839,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Slfn3,schlafen 3,28086788
Rattus norvegicus,rat_circ_869,chr14:37060968-37076465,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Dcun1d4,defective in cullin neddylation 1 domain containing 4,28086788
Rattus norvegicus,rat_circ_907,chr19:26259795-26304956,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],LOC501233,LRRGT00080,28086788
Rattus norvegicus,rat_circ_912,chr10:16616081-16622160,Postnatal development of heart [differential expression (neonatal vs. adult rat hearts)]; liver regeneration [differential expression (during priming phase of rat liver regeneration)],Crebrf,CREB3 regulatory factor,27476877;28086788
Rattus norvegicus,rat_circ_921,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Vom2r37,"vomeronasal 2 receptor, 37",28086788
Rattus norvegicus,rat_circ_93,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Cyp2d1,"cytochrome P450, family 2, subfamily d, polypeptide 1",28086788
Rattus norvegicus,rat_circ_955,chr5:26094730-26099618,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Car8,carbonic anhydrase 8,28086788
Rattus norvegicus,rat_circ_962,chr5:74111529-74127243,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],Abca1,ATP binding cassette subfamily A member 1,28086788
Rattus norvegicus,rat_circ_985,-,Liver regeneration [differential expression (during priming phase of rat liver regeneration)],LOC299282,Serine protease inhibitor,28086788
Rattus norvegicus,rnoCirc_000129,chr1:24207886-24210985,Postnatal development of heart [differential expression (neonatal vs. adult rat hearts)],Slc18b1,solute carrier family 18 member B1,27476877
Rattus norvegicus,rnoCirc_000143,chr1:30692060-30692179,Postnatal development of heart [differential expression (neonatal vs. adult rat hearts)],Ncoa7,nuclear receptor coactivator 7,27476877
Rattus norvegicus,rnoCirc_000195,chr1:47239551-47329332,Postnatal development of heart [differential expression (neonatal vs. adult rat hearts)],Arid1b,AT-rich interaction domain 1B,27476877
Rattus norvegicus,rnoCirc_000408,chr1:117799600-117816359,Postnatal development of heart [differential expression (neonatal vs. adult rat hearts)],Ube3a,ubiquitin protein ligase E3A,27476877
Rattus norvegicus,rnoCirc_000422,chr1:128109933-128110428,Postnatal development of heart [differential expression (neonatal vs. adult rat hearts)],Chsy1,chondroitin sulfate synthase 1,27476877
Rattus norvegicus,rnoCirc_000428,chr1:128889682-128933305,Postnatal development of heart [differential expression (neonatal vs. adult rat hearts)],Adamts17,"ADAM metallopeptidase with thrombospondin type 1 motif, 17",27476877
Rattus norvegicus,rnoCirc_000430,chr1:128952696-128958701,Postnatal development of heart [differential expression (neonatal vs. adult rat hearts)],Adamts17,"ADAM metallopeptidase with thrombospondin type 1 motif, 17",27476877
Rattus norvegicus,rnoCirc_000439,chr1:129305223-129308701,Postnatal development of heart [differential expression (neonatal vs. adult rat hearts)],Mef2a,myocyte enhancer factor 2a,27476877
