Species,circRNA name,circAltas ID,Uniform ID,Strand,Host gene,Disease_Name,Expression Pattern,PMID,miRNA
human,CDR1as/ciRS-7/hsa_circ_0001946,hsa-CDR1_0001,circ(chrX).85,+,CDR1,Pulmonary hypertension,Upregulated,33230455,unknown
human,CDR1as/ciRS-7/hsa_circ_0001946,hsa-CDR1_0001,circ(chrX).85,+,CDR1,Bladder cancer,Downregulated,31131537,unknown
human,CDR1as/ciRS-7/hsa_circ_0001946,hsa-CDR1_0001,circ(chrX).85,+,CDR1,Breast cancer,Upregulated,30884120,unknown
human,CDR1as/ciRS-7/hsa_circ_0001946,hsa-CDR1_0001,circ(chrX).85,+,CDR1,Cholangiocarcinoma,Upregulated,32423991,unknown
human,CDR1as/ciRS-7/hsa_circ_0001946,hsa-CDR1_0001,circ(chrX).85,+,CDR1,Esophageal cancer,Upregulated,29635069,unknown
human,CDR1as/ciRS-7/hsa_circ_0001946,hsa-CDR1_0001,circ(chrX).85,+,CDR1,Heart failure,Upregulated,32762552,unknown
human,CDR1as/ciRS-7/hsa_circ_0001946,hsa-CDR1_0001,circ(chrX).85,+,CDR1,Laryngeal cancer,Upregulated,30182381,unknown
human,CDR1as/ciRS-7/hsa_circ_0001946,hsa-CDR1_0001,circ(chrX).85,+,CDR1,Nasopharyngeal carcinoma,Upregulated,31582908,unknown
human,CDR1as/ciRS-7/hsa_circ_0001946,hsa-CDR1_0001,circ(chrX).85,+,CDR1,Ovarian cancer,Downregulated,31190886,unknown
human,CDR1as/ciRS-7/hsa_circ_0001946,hsa-CDR1_0001,circ(chrX).85,+,CDR1,Periodontitis,Downregulated,31582895,unknown
human,CDR1as/ciRS-7/hsa_circ_0001946,hsa-CDR1_0001,circ(chrX).85,+,CDR1,Triple negative breast cancer,Upregulated,30072582,unknown
human,CDR1as/ciRS-7/hsa_circ_0001946,hsa-CDR1_0001,circ(chrX).85,+,CDR1,Alzheimers disease,Downregulated,27929395,unknown
human,CDR1as/ciRS-7/hsa_circ_0001946,hsa-CDR1_0001,circ(chrX).85,+,CDR1,Celebral development,unknown,27997903,unknown
human,CDR1as/ciRS-7/hsa_circ_0001946,hsa-CDR1_0001,circ(chrX).85,+,CDR1,Colorectal cancer,Upregulated,28174233,unknown
human,CDR1as/ciRS-7/hsa_circ_0001946,hsa-CDR1_0001,circ(chrX).85,+,CDR1,Gastric cancer,Upregulated,28608528,unknown
human,CDR1as/ciRS-7/hsa_circ_0001946,hsa-CDR1_0001,circ(chrX).85,+,CDR1,Glioblastoma,Downregulated,26683098,miR-671-5p
human,CDR1as/ciRS-7/hsa_circ_0001946,hsa-CDR1_0001,circ(chrX).85,+,CDR1,Hepatocellular carcinoma,Downregulated,28892615,unknown
human,CDR1as/ciRS-7/hsa_circ_0001946,hsa-CDR1_0001,circ(chrX).85,+,CDR1,Pancreatic cancer,Upregulated,27997903,unknown
human,CDR1as/ciRS-7/hsa_circ_0001946,hsa-CDR1_0001,circ(chrX).85,unknown,CDR1,Atherosclerosis,Downregulated,32053286,unknown
human,CDR1as/ciRS-7/hsa_circ_0001946,hsa-CDR1_0001,circ(chrX).85,unknown,CDR1,Cervical cancer,Upregulated,31884800,unknown
human,CDR1as/ciRS-7/hsa_circ_0001946,hsa-CDR1_0001,circ(chrX).85,+,CDR1,Coronary heart disease,Upregulated,31619168,unknown
human,CDR1as/ciRS-7/hsa_circ_0001946,hsa-CDR1_0001,circ(chrX).85,+,CDR1,Lung cancer,Upregulated,30841451,unknown
human,CDR1as/ciRS-7/hsa_circ_0001946,hsa-CDR1_0001,circ(chrX).85,unknown,CDR1,Non-small cell lung cancer,Upregulated,30575911,unknown
human,circ_AFF2,hsa-AFF2_0001,"circAFF2(2S,3).1",+,AFF2,Hematopoiesis,unknown,27740630,unknown
human,hsa_circ_0001947/hsa_circ_000510,hsa-AFF2_0002,circAFF2(3).1,+,AFF2,Acute myeloid leukemia,Downregulated,28282919,unknown
human,hsa_circ_0001947/hsa_circ_000510,hsa-AFF2_0002,circAFF2(3).1,+,AFF2,Gastric cancer,Upregulated,33722777,unknown
human,hsa_circ_0001947/hsa_circ_000510,hsa-AFF2_0002,circAFF2(3).1,+,AFF2,Rheumatoid arthritis,Upregulated,31772684,unknown
human,hsa_circ_0139897,hsa-MTM1_0027,"circMTM1(2,3,4,5,6).1",+,MTM1,Hepatocellular carcinoma,Upregulated,31456215,unknown
human,hsa_circ_0091702,unknown,unknown,+,VMA21,Pneumonia,Downregulated,31793712,unknown
human,hsa_circ_0091702,unknown,unknown,+,VMA21,Intervertebral disc degeneration,Downregulated,29343508,"miR-106b-5p,miR-661,miR-302a-3p,miR-302b-3p,miR-93-5p"
human,hsa_circ_0091742,unknown,unknown,+,BGN,Gastric cancer,Upregulated,28639908,unknown
human,hsa_circ_0091822,unknown,unknown,-,IRAK1,Cervical cancer,Upregulated,29156822,unknown
human,hsa_circ_0008131,hsa-FLNA_0018,circFLNA(39).1,-,FLNA,Papillary thyroid carcinoma,Upregulated,28288173,hsa-miR-134-3p hsa-miR-149-5p hsa-miR-504-5p hsa-miR-339-5p hsa-miR-329-5p
human,hsa_circ_0092012,unknown,unknown,-,FLNA,Laryngeal cancer,Upregulated,31384171,unknown
human,hsa_circ_0092024,unknown,unknown,unknown,FLNA,Bladder cancer,Downregulated,289151929,unknown
human,hsa_circ_0092125,hsa-G6PD_0001,circG6PD(6).1,-,G6PD,Oral squamous cell carcinoma,Downregulated,31427049,unknown
human,circRNA167,unknown,unknown,-,FLNA,Esophageal cancer,Upregulated,29218114,unknown
human,hsa_circ_0139996,hsa-REPS2_0016,"circREPS2(14,15,16,17,18S).1",+,REPS2,Gastric cancer,Downregulated,32721878,unknown
human,hsa_circ_0089974,hsa-NHS_0001,"circNHS(2,3).1",+,NHS,Esophageal cancer,Upregulated,27465405,"miR-873-5p,miR-23b-5p,miR-181a-2-3p,miR-93-3p,miR-299-3p"
human,hsa_circ_0090002,unknown,unknown,-,PHKA2,Acute ischemic stroke,Downregulated,32116524,unknown
human,hsa_circ_0090049,hsa-MBTPS2_0003,"circMBTPS2(4,5).1",+,MBTPS2,Hepatocellular carcinoma,Upregulated,31506425,unknown
human,hsa_circ_0089810,unknown,unknown,+,CD99,Primary great saphenous vein varicosities,Downregulated,29577902,unknown
human,hsa_circ_0007290,hsa-FUNDC1_0001,"circFUNDC1(4,S5).1",-,FUNDC1,Acute ischemic stroke,Upregulated,32537657,unknown
human,hsa_circ_0003732,hsa-HUWE1_0006,"circHUWE1(26,27,28,29).1",-,HUWE1,Osteosarcoma,Upregulated,32537647,unknown
human,hsa_circ_0140388,hsa-HUWE1_0004,"circHUWE1(20,21,22,23).1",-,HUWE1,Colorectal cancer,Upregulated,32021287,unknown
human,hsa_circ_0002532,hsa-intergenic_000044,circZC3H12B(L2).4,+,TCONS_00017187,Acute pancreatitis,Downregulated,32149089,unknown
human,hsa_circ_0090876,unknown,unknown,-,LAS1L,Acute myocardial infarction,Downregulated,31950540,unknown
human,hsa_circ_0007445,hsa-OPHN1_0061,"circOPHN1(22,23,24,S25).1",-,OPHN1,Preeclampsia,Upregulated,31487644,unknown
human,hsa_circ_0004379,hsa-YIPF6_0001,"circYIPF6(2,3,4,5,6).1",+,YIPF6,Glioblastoma,Upregulated,32308410,unknown
human,hsa_circ_0007255,hsa-KIF4A_0003,circKIF4A(8L).1,+,KIF4A,Bladder cancer,Upregulated,32457613,unknown
human,hsa_circ_0007255,hsa-KIF4A_0003,circKIF4A(8L).1,+,KIF4A,Triple negative breast cancer,Upregulated,30744636,unknown
human,hsa_circ_0090956,hsa-KIF4A_0008,"circKIF4A(19,20).1",+,KIF4A,Glioblastoma,Upregulated,32268875,unknown
human,hsa_circ_0091017,hsa-TAF1_0025,circTAF1(L15).2,+,TAF1,Bladder cancer,Downregulated,29151929,unknown
human,hsa_circ_0091074,hsa-XIST_0002,circ(chrX).941,-,TCONS_00016926,Triple negative breast cancer,Upregulated,32319577,unknown
human,hsa_circ_0140628,hsa-ATP7A_0004,"circATP7A(7,8,10,11,12,13).1",+,ATP7A,Steroid-induced osteonecrosis of the femoral head,Upregulated,31827647,unknown
human,hsa_circ_0092233,hsa-USP9Y_0024,"circUSP9Y(3,10,11,12).1",+,USP9Y,Proliferative vitreoretinopathy,Downregulated,30597308,unknown
human,circ_USP9Y,hsa-USP9Y_0016,"circUSP9Y(3,4,5).1",+,USP9Y,Temporal Lobe Epilepsy,unknown,29428937,"hsa-miR-18b-3p,hsa-miR-670-5p,hsa-miR-23a-5p,hsa-miR-125a-3p,hsa-miR-125b-5p"
human,hsa_circ_0092246,unknown,unknown,+,USP9Y,Proliferative vitreoretinopathy,Downregulated,30597308,unknown
human,hsa_circ_0092256,unknown,unknown,+,USP9Y,Proliferative vitreoretinopathy,Downregulated,30597308,unknown
human,hsa_circ_0008297,hsa-DDX3Y_0003,"circDDX3Y(3,4,RI,5,6).1",+,DDX3Y,Tuberculosis,Upregulated,30214434,unknown
human,hsa_circ_0005757,hsa-DDX3Y_0004,"circDDX3Y(6,7,8).1",+,DDX3Y,Proliferative vitreoretinopathy,Downregulated,30597308,unknown
human,hsa_circ_0009024,hsa-TXLNGY_0002,circ(chrY).14,+,TXLNG2P,Proliferative vitreoretinopathy,Downregulated,30597308,unknown
human,hsa_circ_0009024,hsa-TXLNGY_0002,circ(chrY).14,+,TXLNGY,Tuberculosis,Upregulated,30214434,"miR-6844, miR-1248, miR-141-5p, miR-545-5p, miR-95-5p"
human,hsa_circ_0092220,unknown,unknown,+,RPS4Y1,Proliferative vitreoretinopathy,Downregulated,30597308,unknown
human,hsa_circ_0092221,unknown,unknown,+,RPS4Y1,Intervertebral disc degeneration,Downregulated,31056633,"miR-4776-3p, miR-5590-5p, miR-4659a-5p, miR-4659b-5p, miR-2682-3p"
human,hsa_circ_0092222,unknown,unknown,+,RPS4Y1,Intervertebral disc degeneration,Downregulated,31056633,"miR-7110-3p, miR-4776-3p, miR-6873-3p, miR-5590-5p, miR-4659a-5p"
human,hsa_circ_0092222,unknown,unknown,+,RPS4Y1,Proliferative vitreoretinopathy,Downregulated,30597308,unknown
human,hsa_circ_0001953,hsa-ZFY_0001,"circZFY(2,3).1",+,ZFY,Tuberculosis,Upregulated,30214434,"miR-767-5p, miR-1298-3p, miR-132-3p, miR-885-5p, miR-196a-5p"
human,hsa_circ_000334,unknown,unknown,unknown,unknown,Oral squamous cell carcinoma,Downregulated,30349810,unknown
human,hsa_circ_006371,unknown,unknown,unknown,unknown,Oral squamous cell carcinoma,Downregulated,30349810,unknown
human,hsa_circ_006740,unknown,unknown,unknown,unknown,Oral squamous cell carcinoma,Downregulated,30349810,unknown
human,hsa_circRNA_100876,unknown,unknown,unknown,unknown,Osteosarcoma,Upregulated,31069828,unknown
human,hsa_circRNA_104075,unknown,unknown,unknown,unknown,Hepatocellular carcinoma,Upregulated,30361504,unknown
human,hsa_circ_400068,unknown,unknown,unknown,unknown,Renal cell carcinoma,Upregulated,33173957,unknown
human,hsa_circ_006352,unknown,unknown,unknown,SETDB1,Ovarian cancer,Upregulated,31686850,unknown
human,hsa_circRNA_100338,unknown,unknown,unknown,SNX27,Hepatocellular carcinoma,Upregulated,28710406,unknown
human,hsa_circRNA_102034,unknown,unknown,unknown,RHOT1,Breast cancer,Upregulated,33686957,unknown
human,hsa_circRNA_104433,unknown,unknown,unknown,unknown,Gastric cancer,Upregulated&nbsp;,33116831,unknown
human,hsa_circRNA8662–12,unknown,unknown,unknown,TRIM33,Hepatocellular carcinoma,Downregulated,31153371,unknown
human,hsa_circ_103809,unknown,unknown,unknown,unknown,Hepatocellular carcinoma,Upregulated,32683589,unknown
human,circ_ARL3,unknown,unknown,unknown,"3,00&nbsp;ARL",Hepatitis B,Upregulated,33372396,unknown
human,circ_ARL15,unknown,unknown,unknown,"15,00&nbsp;ARL",Intervertebral disc degeneration,Downregulated,30251693,unknown
human,circ_DENND4C,unknown,unknown,unknown,DENND4C,Hepatocellular carcinoma,Upregulated,32669971,unknown
human,circ_MYBL2,unknown,unknown,unknown,MYBL2,Multiple myeloma,Downregulated,33058028,unknown
human,circPRKCI,unknown,unknown,unknown,PRKCI,Glioblastoma,Upregulated,31409777,unknown
human,circRNF13,unknown,unknown,unknown,RNF13,Acute myeloid leukemia,Downregulated,33083473,unknown
human,hsa_circRPPH1_015,unknown,unknown,unknown,RPPH1,Breast cancer,Upregulated,32670874,unknown
human,circRNA-SMG1.72,unknown,unknown,unknown,SMG1.72,Hepatocellular carcinoma,Upregulated,31996784,unknown
human,hsa_circRNA_102336,unknown,unknown,unknown,TAF4B,Bladder cancer,Upregulated,32208321,unknown
human,circ_UBXN7,unknown,unknown,unknown,UBXN7,Liver cancer,Upregulated,32536059,unknown
human,hsa_circRNA_000843,unknown,unknown,unknown,unknown,Alzheimer's disease,Upregulated,31834549,unknown
human,hsa_circRNA_101618,unknown,unknown,unknown,unknown,Alzheimer's disease,Upregulated,31834549,unknown
human,hsa_circRNA_103366,unknown,unknown,unknown,unknown,Alzheimer's disease,Upregulated,31834549,unknown
human,hsa_circRNA_103936,unknown,unknown,unknown,unknown,Alzheimer's disease,Upregulated,31834549,unknown
human,hsa_circRNA_104395,unknown,unknown,unknown,unknown,Alzheimer's disease,Downregulated,31834549,unknown
human,hsa_circRNA_402904,unknown,unknown,unknown,unknown,Alzheimer's disease,Downregulated,31834549,unknown
human,hsa_circRNA_403472,unknown,unknown,unknown,unknown,Alzheimer's disease,Downregulated,31834549,unknown
human,hsa_circRNA_405619,unknown,unknown,unknown,unknown,Alzheimer's disease,Upregulated,31834549,unknown
human,hsa_circRNA_1837,unknown,unknown,unknown,unknown,Atrial fibrillation,Upregulated,32922589,unknown
human,hsa_circRNA_7386,unknown,unknown,unknown,unknown,Atrial fibrillation,Downregulated,32922589,unknown
human,hsa_circRNA_7571,unknown,unknown,unknown,unknown,Atrial fibrillation,Upregulated,32922589,unknown
human,hsa_circ_100241,unknown,unknown,unknown,unknown,Bladder cancer,Upregulated,32218853,unknown
human,hsa_circ_100242,unknown,unknown,unknown,unknown,Bladder cancer,Upregulated,32218853,miR-145
human,hsa_circ_100284,unknown,unknown,unknown,unknown,Bladder cancer,Upregulated,33386469,unknown
human,hsa_circ_100984,unknown,unknown,unknown,unknown,Bladder cancer,Upregulated,33314480,unknown
human,hsa_circ_101303,unknown,unknown,unknown,unknown,Bladder cancer,Upregulated,32218853,unknown
human,hsa_circ_104510,unknown,unknown,unknown,unknown,Bladder cancer,Downregulated,32218853,unknown
human,hsa_circ_001283,unknown,unknown,unknown,unknown,Breast cancer,Downregulated,29431182,unknown
human,hsa_circ_100219,unknown,unknown,unknown,unknown,Breast cancer,Upregulated,31127997,unknown
human,hsa_circ_100438,unknown,unknown,unknown,unknown,Breast cancer,Upregulated,29431182,unknown
human,hsa_circ_406697,unknown,unknown,unknown,unknown,Breast cancer,Downregulated,28484086,"hsa-miR-6873-3p, hsa-miR-6833-3p, hsa-miR-6845-3p, hsa-miR-6742-5p, hsa-miR-100-3p"
human,hsa_circRNA_002178,unknown,unknown,unknown,unknown,Breast cancer,Upregulated,31957232,unknown
human,hsa_circRNA_005239,unknown,unknown,unknown,unknown,Breast cancer,Upregulated,30187868,unknown
human,hsa_circRNA_074595,unknown,unknown,unknown,unknown,Breast cancer,Upregulated,31137165,unknown
human,hsa_circRNA_074598,unknown,unknown,unknown,unknown,Breast cancer,Upregulated,31137165,unknown
human,hsa_circRNA_100689,unknown,unknown,unknown,unknown,Breast cancer,Upregulated,30187868,unknown
human,hsa_circRNA_100876,unknown,unknown,unknown,unknown,Breast cancer,Upregulated,31486496,unknown
human,hsa_circRNA_104864,unknown,unknown,unknown,unknown,Breast cancer,Downregulated,30187868,unknown
human,hsa_circRNA_100284,unknown,unknown,unknown,unknown,Carcinogenesis,Upregulated,29674685,unknown
human,hsa_circ_103973,unknown,unknown,unknown,unknown,Cervical cancer,Upregulated,32184614,unknown
human,hsa_circRNA_101996,unknown,unknown,unknown,unknown,Cervical cancer,Downregulated,33728810,unknown
human,hsa_circRNA_006562,unknown,unknown,unknown,unknown,Cholesteatoma,Downregulated,32323838,unknown
human,hsa_circRNA_084725,unknown,unknown,unknown,unknown,Cholesteatoma,Upregulated,32323838,unknown
human,hsa_circRNA_101458,unknown,unknown,unknown,unknown,Cholesteatoma,Downregulated,32323838,unknown
human,hsa_circRNA_102747,unknown,unknown,unknown,unknown,Cholesteatoma,Downregulated,32323838,unknown
human,hsa_circRNA_103276,unknown,unknown,unknown,unknown,Cholesteatoma,Upregulated,32323838,unknown
human,circ_C5,unknown,unknown,unknown,unknown,Chronic hepatitis B,Downregulated,29888838,unknown
human,circ_C9,unknown,unknown,unknown,unknown,Chronic hepatitis B,Downregulated,29888838,unknown
human,circ102049,unknown,unknown,unknown,unknown,Colorectal cancer,Upregulated&nbsp;,33131207,unknown
human,circ1662,unknown,unknown,unknown,unknown,Colorectal cancer,Upregulated,33754062,unknown
human,circRNA CBL.11,unknown,unknown,unknown,unknown,Colorectal cancer,Upregulated,31438886,unknown
human,circTBL1XR1,unknown,unknown,unknown,unknown,Colorectal cancer,Upregulated,33209488,unknown
human,hsa_circ_100146,unknown,unknown,unknown,unknown,Colorectal cancer,Upregulated,33257506,unknown
human,hsa_circRNA_101951,unknown,unknown,unknown,unknown,Colorectal cancer,Upregulated,32266033,unknown
human,hsa_circRNA_102958,unknown,unknown,unknown,unknown,Colorectal cancer,Upregulated,31413634,unknown
human,hsa_circRNA_004183,unknown,unknown,unknown,unknown,Congenital heart disease,Downregulated,31429492,unknown
human,hsa_circRNA_079265,unknown,unknown,unknown,unknown,Congenital heart disease,Downregulated,31429492,unknown
human,hsa_circRNA_105039,unknown,unknown,unknown,unknown,Congenital heart disease,Downregulated,31429492,unknown
human,hsa-circRNA11806-28,unknown,unknown,unknown,unknown,Coronary artery disease,Downregulated,28777011,unknown
human,hsa-circRNA5974-1,unknown,unknown,unknown,unknown,Coronary artery disease,Upregulated,28045102,unknown
human,hsa-circRNA6510-1,unknown,unknown,unknown,unknown,Coronary artery disease,Downregulated,28777011,unknown
human,circRNA_004662,unknown,unknown,unknown,unknown,Crohn disease,Upregulated,31261517,unknown
human,hsa_circ_092520,unknown,unknown,unknown,unknown,Crohn disease,Upregulated,31261517,unknown
human,hsa_circRNA_102610,unknown,unknown,unknown,unknown,Crohn disease,Upregulated,31261517,unknown
human,hsa_circRNA_103124,unknown,unknown,unknown,unknown,Crohn disease,Upregulated,31261517,unknown
human,hsa_circRNA_100918,unknown,unknown,unknown,unknown,Depression,Upregulated,28779132,unknown
human,ciRS-7,unknown,unknown,unknown,unknown,Esophageal cancer,Upregulated,30207835,unknown
human,hsa_circRNA_001275,unknown,unknown,unknown,unknown,Esophageal cancer,Upregulated,32319613,unknown
human,hsa_circRNA_141539,unknown,unknown,unknown,unknown,Esophageal cancer,Upregulated,33504681,unknown
human,hsa-circRNA9102-5,unknown,unknown,unknown,unknown,Essential hypertension,Upregulated,32445294,unknown
human,hsa_circ_000684,unknown,unknown,unknown,unknown,Gastric cancer,Upregulated,32388910,unknown
human,hsa_circRNA_001066,unknown,unknown,unknown,unknown,Gastric cancer,Downregulated,28184940,unknown
human,hsa_circRNA_001653,unknown,unknown,unknown,unknown,Gastric cancer,Upregulated,28206972,unknown
human,hsa_circRNA_001826,unknown,unknown,unknown,unknown,Gastric cancer,Upregulated,32169278,unknown
human,hsa_circRNA_001959,unknown,unknown,unknown,unknown,Gastric cancer,Downregulated,28184940,unknown
human,hsa_circRNA_100269,unknown,unknown,unknown,unknown,Gastric cancer,Downregulated,28657541,unknown
human,hsa_circRNA_100363,unknown,unknown,unknown,unknown,Gastric cancer,Upregulated,32169278,unknown
human,hsa_circRNA_100395,unknown,unknown,unknown,unknown,Gastric cancer,Upregulated,33841580,unknown
human,hsa_circRNA_100876,unknown,unknown,unknown,unknown,Gastric cancer,Upregulated,32305633,unknown
human,hsa_circRNA_101308,unknown,unknown,unknown,unknown,Gastric cancer,Upregulated,28206972,unknown
human,hsa_circRNA_102958,unknown,unknown,unknown,unknown,Gastric cancer,Upregulated,30689557,unknown
human,hsa_circRNA_103781,unknown,unknown,unknown,unknown,Gastric cancer,Downregulated,28206972,unknown
human,hsa_circRNA_103999,unknown,unknown,unknown,unknown,Gastric cancer,Downregulated,28206972,unknown
human,hsa_circRNA_104423,unknown,unknown,unknown,unknown,Gastric cancer,Downregulated,28206972,unknown
human,hsa_circRNA_104916,unknown,unknown,unknown,unknown,Gastric cancer,Downregulated,28206972,unknown
human,hsa_circRNA_400066,unknown,unknown,unknown,unknown,Gastric cancer,Downregulated,28184940,unknown
human,hsa_circRNA_400071,unknown,unknown,unknown,unknown,Gastric cancer,Upregulated,28184940,unknown
human,circRNA.1030,unknown,unknown,unknown,unknown,Gestational diabetes mellitus,Upregulated,29526755,unknown
human,circRNA.20159,unknown,unknown,unknown,unknown,Gestational diabetes mellitus,Downregulated,29526755,unknown
human,circRNA.22054,unknown,unknown,unknown,unknown,Gestational diabetes mellitus,Downregulated,29526755,unknown
human,circRNA.33299,unknown,unknown,unknown,unknown,Gestational diabetes mellitus,Upregulated,29526755,unknown
human,circRNA.37134,unknown,unknown,unknown,unknown,Gestational diabetes mellitus,Downregulated,29526755,unknown
human,circRNA.5333,unknown,unknown,unknown,unknown,Gestational diabetes mellitus,Upregulated,29526755,unknown
human,hsa_circ_017051,unknown,unknown,unknown,unknown,Glioblastoma,Downregulated,29920451,unknown
human,hsa_circ_01844,unknown,unknown,unknown,unknown,Glioblastoma,Downregulated,32804726,unknown
human,hsa_circ_071312,unknown,unknown,unknown,unknown,Glioblastoma,Upregulated,29920451,unknown
human,hsa_circ_100085,unknown,unknown,unknown,unknown,Glioblastoma,Upregulated,29920451,unknown
human,hsa_circ_101000,unknown,unknown,unknown,unknown,Glioblastoma,Upregulated,29920451,unknown
human,hsa_circ_101481,unknown,unknown,unknown,unknown,Glioblastoma,Downregulated,29920451,unknown
human,hsa_circ_101755,unknown,unknown,unknown,unknown,Glioblastoma,Downregulated,29920451,unknown
human,hsa_circ_102086,unknown,unknown,unknown,unknown,Glioblastoma,Upregulated,29920451,unknown
human,hsa_circ_103744,unknown,unknown,unknown,unknown,Glioblastoma,Upregulated,29920451,unknown
human,hsa_circ_103852,unknown,unknown,unknown,unknown,Glioblastoma,Upregulated,29920451,unknown
human,hsa_circ_104075,unknown,unknown,unknown,unknown,Glioblastoma,Upregulated,31112718,unknown
human,hsa_circRNA_036186,unknown,unknown,unknown,unknown,Head and neck squamous cell carcinoma,Upregulated,30066847,miR-193b-3p
human,circ_TCF4.85,unknown,unknown,unknown,unknown,Hepatocellular carcinoma,Upregulated,31758671,unknown
human,circ-ZEB1.33,unknown,unknown,unknown,unknown,Hepatocellular carcinoma,Upregulated,30123094,unknown
human,circRNA7,unknown,unknown,unknown,unknown,Hepatocellular carcinoma,Upregulated&nbsp;,33118329,unknown
human,hsa_circ_101141,unknown,unknown,unknown,unknown,Hepatocellular carcinoma,Upregulated&nbsp;,32787581,unknown
human,hsa_circ_101368,unknown,unknown,unknown,unknown,Hepatocellular carcinoma,Upregulated,30265210,unknown
human,hsa_circ_102166,unknown,unknown,unknown,unknown,Hepatocellular carcinoma,Downregulated,33034848,unknown
human,hsa_circ_104718,unknown,unknown,unknown,unknown,Hepatocellular carcinoma,Upregulated,31281495,unknown
human,hsa_circRNA_101505,unknown,unknown,unknown,unknown,Hepatocellular carcinoma,Downregulated,31372241,unknown
human,hsa_circRNA_104168,unknown,unknown,unknown,unknown,Hepatocellular carcinoma,Upregulated,31222831,unknown
human,hsa_circRNA_104769,unknown,unknown,unknown,unknown,Hepatocellular carcinoma,Downregulated,31222831,unknown
human,hsa_circRNA_104670,unknown,unknown,unknown,unknown,Intervertebral disc degeneration,Upregulated,30089772,unknown
human,hsa_circ_101238,unknown,unknown,unknown,unknown,Keloid,Upregulated&nbsp;,32782509,unknown
human,hsa_circ_101396,unknown,unknown,unknown,unknown,Leukoaraiosis,Upregulated,28677780,unknown
human,hsa_circ_102470,unknown,unknown,unknown,unknown,Leukoaraiosis,Downregulated,28677780,unknown
human,hsa_circ_103783,unknown,unknown,unknown,unknown,Leukoaraiosis,Upregulated,28677780,unknown
human,circβ-catenin,unknown,unknown,unknown,unknown,Liver cancer,Upregulated,31027518,unknown
human,hsa_circRNA_10156,unknown,unknown,unknown,unknown,Liver cancer,Upregulated,32624692,unknown
